Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Year,Customer_Month,Customer_Day,Days_As_Customer,Marital_Status_Clean,Education_Level,Total_Spending,Avg_Spending_Per_Category,Spending_Per_Capita,Total_Purchases,Online_Purchase_Ratio,Deal_Purchase_Ratio,Spending_Per_Purchase,Total_Campaigns_Accepted,Campaign_Success_Rate,Has_Accepted_Any_Campaign,Is_Loyal_Responder,CLV_Score,Income_Per_Capita,Spending_to_Income_Ratio,Engagement_Score,Cluster,Cluster_Name
1952,Graduation,Divorced,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,74,2013,11,10,4572,Divorced,3,940,156.66666666666666,940.0,16,0.11764705882352941,0.058823529411764705,55.294117647058826,0,0.0,0,0,200.53333333333333,82623.0,1.1376839659178932,0.2711864406779661,1,Premium Spenders
1965,Graduation,Married,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,61,2013,6,23,4712,Married,3,42,7.0,14.0,6,0.14285714285714285,0.2857142857142857,6.0,0,0.0,0,0,4.064516129032258,14766.666666666666,0.09480598632085055,0.5454545454545454,3,Budget Conscious
1970,Graduation,Divorced,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,56,2014,6,16,4354,Divorced,3,1190,198.33333333333334,1190.0,15,0.25,0.0625,74.375,0,0.0,0,0,313.1578947368421,84835.0,1.4027063982271677,15.0,1,Premium Spenders
1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,55,2012,12,25,4892,Widowed,3,44,7.333333333333333,14.666666666666666,8,0.2222222222222222,0.3333333333333333,4.888888888888889,0,0.0,0,0,6.285714285714286,10124.0,0.14486550554769037,1.6470588235294117,3,Budget Conscious
1976,Master,Married,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,50,2014,1,3,4518,Married,4,16,2.6666666666666665,8.0,4,0.2,0.2,3.2,1,0.2,1,0,1.2549019607843137,16590.5,0.0482189138689651,0.26373626373626374,3,Budget Conscious
1957,Graduation,Married,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,69,2013,12,17,4535,Married,3,835,139.16666666666666,417.5,26,0.2222222222222222,0.14814814814814814,30.925925925925927,0,0.0,0,0,310.14285714285717,35556.5,1.1741710493011221,1.0833333333333333,1,Premium Spenders
1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,40,2013,1,10,4876,Married,3,1443,240.5,721.5,22,0.34782608695652173,0.08695652173913043,62.73913043478261,2,0.4,1,1,774.2926829268292,35976.0,2.0054757967006243,0.9361702127659575,1,Premium Spenders
1966,PhD,Single,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,60,2013,10,28,4585,Single,5,1029,171.5,1029.0,18,0.21052631578947367,0.15789473684210525,54.1578947368421,0,0.0,0,0,303.6393442622951,69759.0,1.4750573394495414,1.3846153846153846,1,Premium Spenders
1974,Graduation,Married,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,52,2012,10,27,4951,Married,3,1188,198.0,1188.0,18,0.15789473684210525,0.05263157894736842,62.526315789473685,0,0.0,0,0,403.47169811320754,72099.0,1.6477115117891818,0.9473684210526315,1,Premium Spenders
1976,PhD,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,50,2012,12,22,4895,Single,5,1277,212.83333333333334,638.5,24,0.44,0.2,51.08,0,0.0,0,0,600.9411764705883,30000.0,2.128297861702305,2.4827586206896552,1,Premium Spenders
1978,Graduation,Single,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,48,2013,11,29,4553,Single,3,49,8.166666666666666,16.333333333333332,7,0.25,0.25,6.125,0,0.0,0,0,7.0,12881.0,0.12679846806748785,1.065217391304348,3,Budget Conscious
1955,Graduation,Married,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,71,2013,5,11,4755,Married,3,99,16.5,49.5,7,0.25,0.125,12.375,1,0.2,1,0,9.625,25368.5,0.19512002838109505,0.6774193548387096,0,Middle Class Shoppers
1969,PhD,Married,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,57,2012,12,12,4905,Married,5,1670,278.3333333333333,1670.0,15,0.1875,0.0625,104.375,0,0.0,0,0,431.8965517241379,68462.0,2.4392737683128116,2.142857142857143,2,Ultra Premium
1943,Master,Married,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,83,2013,8,20,4654,Married,4,900,150.0,900.0,14,0.3333333333333333,0.06666666666666667,60.0,0,0.0,0,0,150.0,65073.0,1.3830408458063128,0.42424242424242425,1,Premium Spenders
1948,PhD,Together,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,78,2013,10,8,4605,Partnered,5,425,70.83333333333333,141.66666666666666,16,0.23529411764705882,0.11764705882352941,25.0,0,0.0,0,0,86.07594936708861,15560.333333333334,0.9104151493080845,1.509433962264151,0,Middle Class Shoppers
1957,Graduation,Married,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,69,2012,9,28,4980,Married,3,2153,358.8333333333333,2153.0,22,0.17391304347826086,0.043478260869565216,93.6086956521739,1,0.2,1,0,676.6571428571428,78618.0,2.7385237665195437,0.5,2,Ultra Premium
1969,PhD,Widow,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,57,2014,3,22,4440,Widowed,5,636,106.0,318.0,21,0.2727272727272727,0.13636363636363635,28.90909090909091,0,0.0,0,0,230.27586206896552,31093.5,1.0227053450826524,2.1538461538461537,0,Middle Class Shoppers
1978,Graduation,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,48,2014,2,24,4466,Married,3,57,9.5,19.0,10,0.18181818181818182,0.2727272727272727,5.181818181818182,0,0.0,0,0,11.63265306122449,9480.666666666666,0.2004008016032064,0.7407407407407407,3,Budget Conscious
1967,Graduation,Married,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,59,2012,12,28,4889,Married,3,494,82.33333333333333,164.66666666666666,22,0.2608695652173913,0.30434782608695654,21.47826086956522,0,0.0,0,0,181.13333333333333,17159.666666666668,0.9595959595959596,2.264705882352941,0,Middle Class Shoppers
1969,Graduation,Single,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,57,2012,8,21,5018,Single,3,693,115.5,346.5,19,0.3,0.1,34.65,0,0.0,0,0,227.01724137931035,27401.5,1.2645062404204073,1.1515151515151516,0,Middle Class Shoppers
1960,Graduation,Married,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,66,2013,5,17,4749,Married,3,1348,224.66666666666666,1348.0,26,0.14814814814814814,0.037037037037037035,49.925925925925924,0,0.0,0,0,523.1044776119403,79530.0,1.6949365656159232,0.8,2,Ultra Premium
1976,Graduation,Divorced,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,50,2013,3,16,4811,Divorced,3,51,8.5,25.5,7,0.25,0.25,6.375,0,0.0,0,0,7.0,15807.5,0.16131072874493926,0.5903614457831325,3,Budget Conscious
1962,Graduation,Together,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,64,2012,11,17,4930,Partnered,3,1932,322.0,1932.0,16,0.23529411764705882,0.058823529411764705,113.6470588235294,0,0.0,0,0,475.5692307692308,72025.0,2.6823647016355205,1.7142857142857142,2,Ultra Premium
1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,51,2012,12,1,4916,Single,5,990,165.0,495.0,16,0.11764705882352941,0.11764705882352941,58.23529411764706,0,0.0,0,0,304.61538461538464,26307.0,1.8815927017010359,2.0,1,Premium Spenders
1984,2n Cycle,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,42,2014,4,22,4409,Married,2,30,5.0,15.0,5,0.16666666666666666,0.16666666666666666,5.0,0,0.0,0,0,3.488372093023256,17842.0,0.08406893652795291,0.44776119402985076,3,Budget Conscious
1975,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,51,2012,10,28,4950,Married,3,254,42.333333333333336,84.66666666666667,16,0.29411764705882354,0.35294117647058826,14.941176470588236,0,0.0,0,0,78.15384615384616,16059.333333333334,0.5272006475850475,1.8285714285714285,0,Middle Class Shoppers
1970,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,56,2013,8,29,4645,Single,4,29,4.833333333333333,14.5,5,0.16666666666666666,0.16666666666666666,4.833333333333333,1,0.2,1,0,2.543859649122807,14774.0,0.09814206910555348,0.37735849056603776,3,Budget Conscious
1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,60,2012,11,11,4936,Single,3,1371,228.5,685.5,23,0.16666666666666666,0.16666666666666666,57.125,1,0.2,1,0,516.9344262295082,31905.0,2.1485323846985627,4.0,1,Premium Spenders
1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,54,2013,6,22,4713,Single,5,73,12.166666666666666,24.333333333333332,9,0.3,0.3,7.3,0,0.0,0,0,11.945454545454545,12859.333333333334,0.18922211565877808,24.0,3,Budget Conscious
1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,51,2012,8,18,5021,Single,4,120,20.0,40.0,11,0.25,0.3333333333333333,10.0,0,0.0,0,0,25.384615384615383,15366.0,0.26030933425887764,1.0114942528735633,0,Middle Class Shoppers
1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,56,2013,3,18,4809,Single,3,81,13.5,81.0,5,0.16666666666666666,0.16666666666666666,13.5,1,0.2,1,0,7.105263157894737,22585.0,0.3586292393518109,1.875,3,Budget Conscious
1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,2012,12,30,4887,Single,3,37,6.166666666666667,18.5,5,0.16666666666666666,0.16666666666666666,6.166666666666667,0,0.0,0,0,4.868421052631579,15139.5,0.12219286657859975,2.857142857142857,3,Budget Conscious
1961,PhD,Together,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,65,2013,10,2,4611,Partnered,5,1377,229.5,688.5,20,0.14285714285714285,0.09523809523809523,65.57142857142857,0,0.0,0,0,417.27272727272725,33213.0,2.0729522633868758,8.0,1,Premium Spenders
1969,Graduation,Single,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,57,2013,6,14,4721,Single,3,51,8.5,25.5,5,0.16666666666666666,0.16666666666666666,8.5,0,0.0,0,0,4.396551724137931,15411.0,0.16546085715212666,0.3763440860215054,3,Budget Conscious
1969,PhD,Married,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,57,2013,1,8,4878,Married,5,17,2.8333333333333335,5.666666666666667,4,0.2,0.2,3.4,0,0.0,0,0,1.1724137931034482,11193.666666666666,0.050622357215174794,0.8205128205128205,3,Budget Conscious
1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,41,2013,11,14,4568,Married,3,22,3.6666666666666665,11.0,4,0.0,0.2,4.4,0,0.0,0,0,2.0952380952380953,9993.0,0.1100715465052284,0.37333333333333335,3,Budget Conscious
1954,Graduation,Widow,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,72,2012,12,12,4905,Widowed,3,324,54.0,324.0,14,0.26666666666666666,0.2,21.6,0,0.0,0,0,62.136986301369866,27421.0,1.1815330756327036,6.533333333333333,3,Budget Conscious
1981,Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,45,2014,3,30,4432,Single,4,19,3.1666666666666665,9.5,4,0.0,0.2,3.8,0,0.0,0,0,1.6521739130434783,18071.5,0.05256750774679062,0.35294117647058826,3,Budget Conscious
1971,Graduation,Single,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,55,2013,5,15,4751,Single,3,41,6.833333333333333,20.5,8,0.1111111111111111,0.3333333333333333,4.555555555555555,0,0.0,0,0,5.857142857142857,5122.5,0.40015615850087843,1.2121212121212122,3,Budget Conscious
1968,Master,Together,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,58,2013,10,16,4597,Partnered,4,492,82.0,246.0,17,0.3888888888888889,0.16666666666666666,27.333333333333332,1,0.2,1,0,141.76271186440678,21897.5,1.1233902639510458,9.916666666666666,0,Middle Class Shoppers
1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,66,2012,10,5,4973,Partnered,3,1005,167.5,502.5,26,0.14814814814814814,0.14814814814814814,37.22222222222222,0,0.0,0,0,390.0,31690.5,1.5856236786469344,0.6582278481012658,1,Premium Spenders
1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,77,2012,8,30,5009,Partnered,3,114,19.0,57.0,7,0.25,0.125,14.25,0,0.0,0,0,10.23076923076923,19411.5,0.29363280445085516,0.7368421052631579,3,Budget Conscious
1968,PhD,Divorced,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,58,2013,5,8,4758,Divorced,5,1173,195.5,391.0,19,0.1,0.15,58.65,0,0.0,0,0,377.7457627118644,27888.0,1.4020199605569832,1.6379310344827587,1,Premium Spenders
1979,Graduation,Together,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,47,2014,1,3,4518,Partnered,3,1738,289.6666666666667,1738.0,19,0.25,0.0,86.9,1,0.2,1,0,687.9583333333334,90300.0,1.9246741453583016,2.375,2,Ultra Premium
1979,Master,Together,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,47,2013,12,9,4543,Partnered,4,222,37.0,111.0,12,0.23076923076923078,0.15384615384615385,17.076923076923077,0,0.0,0,0,55.5,31249.5,0.3552,48.0,0,Middle Class Shoppers
1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,33,2014,5,4,4397,Single,3,1127,187.83333333333334,1127.0,16,0.29411764705882354,0.058823529411764705,66.29411764705883,0,0.0,0,0,530.3529411764706,74293.0,1.5169461867714755,0.47761194029850745,1,Premium Spenders
1946,PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,80,2013,4,18,4778,Married,5,209,34.833333333333336,209.0,10,0.36363636363636365,0.09090909090909091,19.0,0,0.0,0,0,25.80246913580247,51012.0,0.40969948836571074,0.6896551724137931,0,Middle Class Shoppers
1968,Master,Married,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,58,2014,2,25,4465,Married,4,787,131.16666666666666,393.5,23,0.20833333333333334,0.125,32.791666666666664,0,0.0,0,0,306.79661016949154,35388.5,1.1119274350786967,0.8518518518518519,1,Premium Spenders
1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,35,2013,10,6,4607,Partnered,5,1598,266.3333333333333,1598.0,24,0.16,0.04,63.92,0,0.0,0,0,1065.3333333333333,68682.0,2.326631044072041,0.8421052631578947,2,Ultra Premium
1971,Graduation,Married,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,55,2012,9,15,4993,Married,3,186,31.0,62.0,12,0.23076923076923078,0.3076923076923077,14.307692307692308,0,0.0,0,0,39.857142857142854,14608.0,0.4244152880775813,5.052631578947368,0,Middle Class Shoppers
1984,Graduation,Together,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,42,2012,8,31,5008,Partnered,3,47,7.833333333333333,23.5,6,0.14285714285714285,0.2857142857142857,6.714285714285714,0,0.0,0,0,6.558139534883721,7672.5,0.3062687345236544,0.9230769230769231,3,Budget Conscious
1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,39,2012,12,24,4893,Single,3,27,4.5,13.5,5,0.16666666666666666,0.16666666666666666,4.5,0,0.0,0,0,3.375,11721.0,0.11517297274239646,0.4861111111111111,3,Budget Conscious
1980,2n Cycle,Together,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,46,2012,11,9,4938,Partnered,2,96,16.0,48.0,11,0.16666666666666666,0.3333333333333333,8.0,0,0.0,0,0,22.46808510638298,7257.5,0.6613392119041058,1.0694444444444444,3,Budget Conscious
1956,2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,70,2013,3,23,4804,Divorced,2,64,10.666666666666666,21.333333333333332,10,0.18181818181818182,0.36363636363636365,5.818181818181818,0,0.0,0,0,9.014084507042254,10465.0,0.2038476239011339,0.7407407407407407,3,Budget Conscious
1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,61,2012,9,27,4981,Partnered,3,1040,173.33333333333334,1040.0,23,0.375,0.041666666666666664,43.333333333333336,0,0.0,0,0,385.80645161290323,75276.0,1.381564089961077,38.333333333333336,1,Premium Spenders
1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,52,2013,8,15,4659,Single,3,163,27.166666666666668,54.333333333333336,13,0.14285714285714285,0.35714285714285715,11.642857142857142,0,0.0,0,0,39.9811320754717,14124.333333333334,0.3846698447160995,0.7738095238095238,3,Budget Conscious
1960,Graduation,Together,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,66,2013,3,11,4816,Partnered,3,343,57.166666666666664,343.0,11,0.4166666666666667,0.08333333333333333,28.583333333333332,0,0.0,0,0,56.3134328358209,30507.0,1.1242952668152615,2.566666666666667,3,Budget Conscious
1955,PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,71,2013,10,22,4591,Single,5,446,74.33333333333333,111.5,24,0.24,0.36,17.84,1,0.2,1,0,148.66666666666666,13880.25,0.8032851842512878,14.0,0,Middle Class Shoppers
1965,Graduation,Married,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,61,2014,6,9,4361,Married,3,41,6.833333333333333,13.666666666666666,5,0.16666666666666666,0.16666666666666666,6.833333333333333,0,0.0,0,0,3.306451612903226,16002.0,0.08540421188576666,0.5357142857142857,0,Middle Class Shoppers
1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,54,2012,8,30,5009,Single,5,70,11.666666666666666,35.0,9,0.2,0.3,7.0,0,0.0,0,0,11.454545454545455,13606.5,0.2572205482472257,3.6,3,Budget Conscious
1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,55,2014,5,30,4371,Divorced,5,272,45.333333333333336,90.66666666666667,14,0.3333333333333333,0.2,18.133333333333333,0,0.0,0,0,68.0,21936.0,0.41331732741722255,42.0,0,Middle Class Shoppers
1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,52,2013,6,6,4729,Partnered,5,46,7.666666666666667,23.0,6,0.42857142857142855,0.14285714285714285,6.571428571428571,0,0.0,0,0,5.2075471698113205,15175.5,0.15155508697944123,2.7,3,Budget Conscious
1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,63,2012,10,17,4961,Married,3,490,81.66666666666667,163.33333333333334,19,0.35,0.15,24.5,0,0.0,0,0,145.46875,16812.333333333332,0.9714897497918237,4.586206896551724,0,Middle Class Shoppers
1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,44,2012,11,17,4930,Single,2,79,13.166666666666666,39.5,8,0.3333333333333333,0.2222222222222222,8.777777777777779,0,0.0,0,0,14.044444444444444,11808.0,0.33450480586018544,0.8311688311688312,3,Budget Conscious
1976,Graduation,Married,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,50,2012,11,9,4938,Married,3,915,152.5,457.5,17,0.2222222222222222,0.2222222222222222,50.833333333333336,0,0.0,0,0,305.0,26929.0,1.6988804099593382,1.3333333333333333,1,Premium Spenders
1955,PhD,Married,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,71,2013,3,30,4797,Married,5,1485,247.5,742.5,35,0.3055555555555556,0.08333333333333333,41.25,1,0.2,1,0,721.875,33232.5,2.2342250173020792,105.0,1,Premium Spenders
1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,39,2012,8,22,5017,Single,3,369,61.5,184.5,16,0.29411764705882354,0.17647058823529413,21.705882352941178,0,0.0,0,0,147.6,23461.5,0.7863779728923366,1.2307692307692308,0,Middle Class Shoppers
1962,Graduation,Together,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,64,2013,1,23,4863,Partnered,3,1073,178.83333333333334,536.5,19,0.25,0.1,53.65,0,0.0,0,0,313.6461538461538,37536.0,1.429275505174963,0.6785714285714286,1,Premium Spenders
1943,PhD,Married,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,83,2014,3,31,4431,Married,5,1242,207.0,1242.0,19,0.15,0.05,62.1,0,0.0,0,0,280.92857142857144,75865.0,1.6370969867925027,0.25675675675675674,1,Premium Spenders
1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,51,2013,11,20,4562,Partnered,2,78,13.0,39.0,9,0.2,0.3,7.8,1,0.2,1,0,13.5,9894.5,0.39413845376452755,1.8,3,Budget Conscious
1994,Graduation,Together,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,32,2014,2,14,4476,Partnered,3,1378,229.66666666666666,1378.0,21,0.09090909090909091,0.045454545454545456,62.63636363636363,4,0.8,1,1,876.9090909090909,80134.0,1.719598178074499,8.75,2,Ultra Premium
1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,45,2013,2,22,4833,Single,3,1474,245.66666666666666,1474.0,26,0.25925925925925924,0.037037037037037035,54.592592592592595,2,0.4,1,1,833.1304347826087,91065.0,1.618606285551139,2.2941176470588234,2,Ultra Premium
1971,Master,Married,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,55,2013,3,5,4822,Married,4,751,125.16666666666667,250.33333333333334,29,0.3333333333333333,0.3,25.033333333333335,0,0.0,0,0,388.9107142857143,16501.666666666668,1.516987839857795,46.4,0,Middle Class Shoppers
1973,PhD,Married,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,53,2014,5,6,4395,Married,5,48,8.0,24.0,7,0.25,0.25,6.0,0,0.0,0,0,6.222222222222222,18700.5,0.12833538313459172,3.2666666666666666,3,Budget Conscious
1982,Master,Together,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,44,2014,6,5,4365,Partnered,4,10,1.6666666666666667,5.0,4,0.2,0.2,2.0,0,0.0,0,0,0.8888888888888888,9246.0,0.054074514681230736,0.42105263157894735,3,Budget Conscious
1974,Master,Married,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,52,2013,6,4,4731,Married,4,1435,239.16666666666666,1435.0,16,0.17647058823529413,0.058823529411764705,84.41176470588235,2,0.4,1,1,433.20754716981133,82584.0,1.737603681055882,0.5925925925925926,2,Ultra Premium
1941,PhD,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,85,2013,4,13,4783,Married,5,2119,353.1666666666667,2119.0,22,0.30434782608695654,0.0,92.1304347826087,1,0.2,1,0,542.0697674418604,93027.0,2.277808831749581,0.5641025641025641,2,Ultra Premium
1953,Graduation,Married,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,73,2013,12,4,4548,Married,3,20,3.3333333333333335,5.0,4,0.2,0.2,4.0,0,0.0,0,0,1.0810810810810811,12171.5,0.041078727381025734,3.5555555555555554,0,Middle Class Shoppers
1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,40,2014,4,24,4407,Married,3,1795,299.1666666666667,1795.0,27,0.21428571428571427,0.03571428571428571,64.10714285714286,3,0.6,1,1,1182.0731707317073,92910.0,1.9319563883716675,0.627906976744186,2,Ultra Premium
1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,37,2014,4,5,4426,Married,3,1188,198.0,594.0,19,0.1,0.1,59.4,2,0.4,1,1,594.0,37716.5,1.5748866558846144,3.9310344827586206,1,Premium Spenders
